0.029618,-0.041442
0.111211,-0.165413
0.118333,-0.184151
0.123474,-0.200858
0.127991,-0.217404
0.120939,-0.222575
0.102890,-0.215832
0.116730,-0.231135
0.116730,-0.231135
0.116730,-0.231135
0.116730,-0.231135
0.116730,-0.231135
0.116730,-0.231135
0.333002,-0.509871
0.632687,-0.902045
0.932375,-1.294227
1.231876,-1.686166
1.531563,-2.078348
1.831251,-2.470530
2.130938,-2.862712
2.430625,-3.254894
2.730312,-3.647076
2.943732,-3.926366
2.971382,-3.962549
3.003132,-3.919319
3.301897,-3.527814
3.601561,-3.135999
3.901410,-2.743941
4.201260,-2.351883
4.501109,-1.959825
4.800958,-1.567767
5.100808,-1.175709
5.400657,-0.783651
5.700507,-0.391593
5.933736,-0.086641
5.971705,-0.036997
5.906754,0.049575
